Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YOR050C,69,69,69,69,69,110,110,110,110,69,69,0,110,69,110,0,69
YOR053W,248,208,195,230,195,208,208,208,195,161,195,179,208,208,208,161,208
YOR054C,248,179,161,179,195,195,195,195,179,139,195,220,195,161,161,195,161
YOR056C,330,374,333,347,358,340,350,350,343,300,283,340,333,333,337,350,318
YOR058C,161,161,69,139,139,195,220,208,208,110,110,69,161,139,161,161,179
YOR061W,289,330,294,314,314,330,330,309,318,256,294,300,318,294,294,300,289
YOR065W,337,256,208,256,264,289,248,271,326,326,330,333,326,309,318,358,333
YOR066W,195,220,161,110,161,161,161,220,230,208,220,208,161,139,139,179,208
YOR071C,139,110,110,110,0,69,69,0,69,0,69,0,110,69,69,0,69
YOR072W,139,110,110,110,69,69,69,110,69,0,0,69,69,0,0,110,69
YOR073W,179,139,179,256,271,289,248,248,230,110,161,230,264,264,240,208,208
YOR074C,208,264,330,309,264,256,208,195,195,240,309,322,294,248,220,208,195
YOR075W,220,179,230,240,208,248,220,220,230,139,220,208,248,230,208,139,195
YOR077W,69,110,0,69,0,69,69,69,69,0,0,0,69,0,0,69,69
YOR078W,322,376,343,333,374,330,340,340,353,330,330,369,322,337,337,361,309
YOR084W,110,69,220,208,195,179,139,139,139,139,139,161,195,161,139,110,110
YOR087W,69,0,0,0,0,0,0,0,69,0,0,69,110,0,0,0,69
YOR089C,340,337,330,322,330,318,326,326,322,300,322,358,318,314,326,366,318
YOR091W,374,403,340,347,347,353,358,350,347,294,322,361,326,322,330,350,318
YOR094W,283,283,248,240,256,256,240,248,256,230,240,240,264,256,256,195,264
YOR098C,294,333,289,289,294,326,309,314,314,271,271,294,300,277,277,314,271
YOR102W,413,425,425,425,414,419,417,416,381,374,411,423,385,397,409,425,387
YOR103C,240,264,256,271,289,271,283,264,264,271,300,256,289,309,300,248,294
YOR104W,179,179,195,195,195,240,271,264,277,208,240,220,248,256,277,256,264
YOR107W,69,110,110,139,110,161,139,139,139,69,69,0,110,69,69,0,110
YOR109W,289,318,289,294,283,314,283,277,304,264,277,304,300,264,256,304,271
YOR114W,139,69,161,179,69,110,0,0,0,69,110,69,110,0,69,0,0
YOR120W,333,230,179,161,139,195,179,179,195,139,161,139,195,179,179,179,195
YOR121C,358,283,208,195,179,230,220,230,240,195,195,208,230,220,220,240,248
YOR123C,277,318,289,277,314,326,318,309,309,271,294,343,304,289,294,330,294
YOR127W,179,139,139,110,139,161,179,161,208,161,195,161,161,139,161,69,179
YOR132W,277,240,289,271,240,256,240,240,256,240,264,277,264,240,220,230,220
YOR134W,161,0,0,0,0,0,0,0,69,69,69,0,0,69,69,0,0
YOR135C,248,208,139,110,110,139,110,161,220,139,220,230,264,208,208,195,195
YOR136W,413,389,353,322,314,318,318,333,361,383,399,403,381,381,387,404,389
YOR140W,161,179,110,110,161,161,179,179,161,139,139,179,110,139,110,179,110
YOR142W,220,161,161,179,220,230,220,220,230,179,240,161,248,208,208,161,230
YOR144C,161,208,230,195,179,179,161,161,161,161,208,208,179,139,139,161,139
YOR145C,326,404,371,356,366,366,361,371,374,322,333,350,350,343,333,347,340
YOR152C,264,208,161,179,195,220,256,256,264,208,220,179,220,220,230,195,220
YOR153W,364,314,277,318,376,369,383,376,389,419,411,333,391,403,395,385,413
YOR156C,179,179,179,161,139,161,139,139,139,110,110,139,139,110,110,179,139
YOR160W,139,179,110,161,161,179,161,179,179,110,139,139,161,139,161,139,139
YOR163W,309,309,283,300,309,277,304,283,304,294,322,326,309,309,318,283,309
YOR167C,445,449,465,443,461,422,416,425,426,527,474,423,432,450,443,472,462
YOR172W,230,208,230,220,208,240,220,220,208,161,208,220,220,195,208,208,195
YOR173W,179,110,0,0,69,69,69,69,69,0,69,69,69,69,69,69,69
YOR175C,208,256,230,283,289,264,264,240,248,208,248,264,271,264,256,208,240
YOR177C,220,161,110,110,139,139,110,110,110,139,161,139,110,110,69,0,110
YOR178C,139,110,69,110,110,139,139,139,110,0,69,69,110,110,69,0,110
YOR180C,139,110,69,139,139,139,110,139,110,0,69,69,139,110,69,69,110
YOR181W,161,69,110,139,161,161,139,139,179,161,110,110,161,110,110,69,110
YOR185C,300,294,248,179,179,179,195,179,195,179,220,230,220,208,208,220,208
YOR188W,161,179,195,208,220,248,220,195,161,110,139,179,179,161,161,110,110
YOR189W,314,330,277,289,322,326,330,326,309,277,304,343,300,289,309,330,300
YOR190W,110,110,69,69,0,69,69,69,69,0,0,69,69,0,0,0,0
YOR191W,110,110,69,110,139,161,161,161,139,69,110,69,161,139,139,69,139
YOR195W,230,248,294,283,294,309,277,248,220,195,271,294,294,283,256,220,220
YOR199W,69,110,69,69,0,69,0,0,0,0,0,69,69,0,69,0,0
YOR201C,240,271,230,248,248,264,248,256,248,195,230,248,256,240,240,248,230
YOR203W,240,271,208,248,220,220,230,220,256,220,248,248,289,304,289,283,309
YOR205C,220,208,139,179,195,240,208,195,208,179,179,161,195,179,195,139,179
YOR206W,230,277,248,283,283,277,277,294,283,195,230,208,283,248,271,230,248
YOR218C,220,208,195,256,220,230,230,230,264,195,220,161,264,283,256,195,256
YOR219C,139,69,110,161,139,161,139,139,139,69,110,110,179,139,139,110,161
YOR220W,326,230,230,256,240,248,256,264,256,248,220,264,256,256,264,271,300
YOR224C,401,430,428,385,387,387,389,389,378,404,389,409,369,374,385,419,369
YOR229W,195,220,139,161,161,195,248,271,271,230,208,161,161,161,208,230,230
YOR234C,455,468,479,448,465,447,448,451,443,519,480,460,443,464,453,481,469
YOR236W,256,294,264,230,248,248,248,256,256,248,256,300,256,248,264,277,240
YOR237W,161,240,294,289,289,248,230,195,161,110,139,179,161,139,139,110,69
YOR242C,161,220,195,179,179,161,139,139,139,69,69,139,69,69,69,139,69
YOR247W,347,343,454,460,437,436,423,413,401,414,433,425,442,437,414,406,406
YOR248W,271,277,391,389,391,381,361,353,361,391,408,409,397,404,397,387,369
YOR252W,314,369,361,326,343,343,343,343,330,309,309,340,309,304,314,337,294
YOR254C,343,337,350,358,330,330,356,340,340,343,356,326,350,337,340,304,347
YOR264W,139,110,0,69,139,179,110,110,208,283,271,230,208,179,139,139,220
YOR265W,369,364,358,353,364,366,369,369,358,343,340,358,330,340,347,358,340
YOR267C,277,248,248,248,289,300,289,277,240,240,230,271,240,220,240,277,240
YOR269W,69,0,0,69,69,69,69,69,110,0,69,69,110,0,69,0,69
YOR272W,314,369,353,340,304,340,337,350,340,277,289,314,326,314,309,337,304
YOR273C,264,179,139,139,195,220,230,289,322,289,248,256,240,240,277,309,294
YOR279C,195,208,240,208,179,195,208,208,208,161,195,220,179,161,195,179,179
YOR282W,69,110,69,69,69,110,110,110,139,69,110,0,110,110,110,69,110
YOR283W,289,289,256,283,289,300,277,294,304,256,283,248,309,300,309,248,309
YOR284W,220,208,277,248,179,195,161,139,139,139,195,208,195,139,110,110,139
YOR289W,256,240,161,110,110,110,110,69,69,69,110,139,110,110,110,69,110
YOR290C,264,248,304,271,314,314,294,294,289,240,283,318,283,264,264,289,230
YOR292C,161,69,110,139,110,110,69,110,110,69,110,110,110,110,110,69,110
YOR293W,430,444,460,430,448,411,419,416,395,494,458,419,413,428,419,439,445
YOR297C,179,139,139,195,161,195,179,179,208,110,161,110,195,161,161,139,179
YOR300W,139,179,110,110,110,110,69,69,110,0,110,110,69,110,110,69,110
YOR302W,437,464,423,397,378,416,423,422,387,300,361,413,408,381,397,429,401
YOR304W,304,304,294,248,304,309,304,300,277,271,277,294,264,248,264,283,256
YOR306C,314,300,271,277,289,300,289,283,256,230,240,208,256,248,277,208,294
YOR309C,347,376,391,385,395,391,395,393,358,413,381,347,366,389,376,364,383
YOR312C,478,505,523,495,487,470,477,480,461,525,504,502,477,498,493,543,498
YOR313C,0,69,0,0,0,0,110,161,139,0,0,69,69,110,179,161,179
YOR314W,0,0,0,0,0,0,69,110,69,0,0,69,0,69,69,139,110
YOR315W,179,195,208,208,248,326,358,369,337,230,240,256,300,304,337,376,343
YOR317W,283,208,179,220,195,220,208,240,283,256,294,289,283,264,264,256,271
YOR318C,139,139,139,161,139,161,139,161,161,69,110,110,139,139,139,69,139
YOR321W,230,179,240,230,195,230,195,195,195,179,220,248,230,195,179,179,161
YOR327C,364,364,404,385,387,378,369,361,353,374,381,397,364,366,366,374,356
YOR330C,195,195,195,220,240,264,240,240,220,179,179,208,230,110,220,208,208
YOR333C,110,69,0,69,69,110,69,110,139,0,69,110,110,69,69,69,110
YOR338W,256,208,161,161,110,139,139,139,139,0,0,0,69,69,69,69,69
YOR339C,179,161,110,69,69,69,110,110,69,0,0,69,69,69,69,69,69
YOR341W,309,374,369,350,353,356,358,358,353,326,340,350,333,330,333,361,333
YOR342C,381,393,426,395,358,358,356,366,369,366,389,353,364,322,322,340,347
YOR345C,69,69,0,69,0,69,69,69,110,0,0,0,110,69,69,0,69
YOR347C,195,110,0,69,0,69,69,69,69,110,110,139,139,110,69,110,139
YOR352W,179,110,161,161,139,161,139,139,139,69,139,161,161,110,139,69,110
YOR356W,289,220,230,264,240,230,208,240,248,230,240,283,271,220,256,230,248
YOR357C,277,195,195,240,240,230,195,240,256,240,264,230,264,264,264,208,271
YOR358W,220,179,139,139,110,139,110,110,161,110,139,139,139,139,139,110,139
YOR362C,353,378,337,309,347,350,350,350,364,385,387,404,366,364,364,404,374
YOR364W,110,110,69,110,69,110,110,110,110,69,69,69,110,110,110,69,110
YOR365C,139,69,110,139,69,110,69,110,110,0,69,0,69,69,69,69,69
YOR368W,220,208,256,208,248,248,240,248,179,139,195,208,208,195,195,220,195
YOR369C,393,389,413,399,422,356,378,381,393,501,456,409,397,428,416,411,439
YOR371C,179,110,139,161,110,161,139,161,179,110,139,110,179,161,161,139,161
YOR373W,110,110,240,208,195,208,161,139,161,161,179,208,208,179,161,110,139
YOR374W,294,179,139,179,179,195,161,195,195,195,179,161,195,179,161,110,179
YOR377W,208,240,283,271,248,264,240,240,220,161,179,208,220,195,195,195,161
YOR378W,110,110,139,139,69,110,69,69,69,0,69,69,69,69,69,0,0
YOR379C,208,220,230,240,208,208,179,179,161,110,139,195,139,139,139,179,110
YOR383C,248,240,240,240,220,248,230,248,230,220,195,230,230,230,230,240,208
YOR384W,0,0,0,0,69,0,69,69,69,0,0,0,69,69,69,0,69
YOR385W,326,208,179,264,230,256,304,304,277,230,220,240,240,208,277,230,314
YOR386W,69,0,0,0,0,0,0,69,69,0,69,69,69,0,0,0,69
YOR387C,110,0,0,69,0,69,69,69,69,0,0,110,69,0,69,69,69
YOR389W,248,271,208,195,208,230,220,248,195,110,161,208,179,179,179,230,179
YOR394W,110,69,69,69,139,110,110,139,69,0,0,0,0,69,69,0,69
YPL002C,248,220,220,230,240,248,220,240,230,179,208,195,240,220,220,179,220
YPL003W,240,161,139,179,179,195,179,208,208,110,161,179,179,139,139,161,195
YPL004C,283,195,161,230,248,271,248,271,318,314,314,314,304,283,283,309,322
YPL005W,110,69,0,0,69,69,69,69,139,69,69,69,110,69,110,110,110
YPL006W,179,139,110,110,139,179,139,161,179,110,161,139,179,139,139,110,161
YPL007C,161,161,208,208,161,195,161,161,161,110,179,195,208,179,179,139,161
YPL008W,309,289,347,300,277,300,283,289,264,248,289,314,264,256,264,283,248
YPL009C,277,271,271,256,277,289,277,283,264,256,256,271,271,264,264,277,256
YPL013C,426,449,428,391,397,395,395,393,378,409,409,422,376,383,391,439,404
YPL014W,139,69,139,110,69,110,69,69,110,110,179,139,161,110,69,69,110
YPL016W,69,110,179,208,230,240,208,208,195,69,161,139,195,179,161,110,161
YPL020C,256,304,277,271,304,314,309,314,294,294,300,322,294,289,294,318,289
YPL026C,161,110,139,179,179,161,195,208,208,139,179,161,179,161,179,110,208
YPL029W,240,195,179,179,208,240,208,220,230,179,208,208,220,208,220,161,220
YPL031C,318,248,248,256,240,283,264,264,304,283,283,294,300,294,294,322,304
YPL035C,179,179,195,195,139,179,161,179,179,110,161,110,195,208,195,139,195
YPL037C,447,461,491,466,461,442,443,449,451,509,482,462,442,461,458,483,462
YPL041C,161,139,179,195,139,179,139,161,179,69,139,110,161,139,139,69,139
YPL042C,208,179,161,179,179,161,161,179,195,110,139,179,179,161,161,220,179
YPL044C,195,240,240,248,208,220,240,240,248,69,195,195,256,208,195,139,195
YPL047W,277,314,277,256,264,294,277,294,264,208,230,283,264,264,277,314,256
YPL052W,208,179,208,248,240,256,248,240,220,161,208,179,220,230,230,161,248
YPL054W,161,69,69,161,161,139,69,69,69,0,0,69,69,69,69,0,110
YPL056C,139,110,139,161,110,139,139,110,110,110,69,0,110,69,69,69,69
YPL057C,195,208,208,256,230,230,208,195,230,208,248,248,248,179,179,139,208
YPL058C,179,0,69,110,110,179,220,289,318,230,248,220,264,220,248,230,277
YPL061W,343,383,277,179,208,277,314,397,395,445,419,381,366,358,364,374,374
YPL067C,271,208,283,283,248,289,289,264,256,271,271,240,271,256,271,208,271
YPL068C,240,195,208,230,195,256,220,248,220,179,179,139,208,195,179,139,161
YPL074W,110,69,69,69,69,139,69,139,110,0,69,69,110,110,110,69,69
YPL076W,139,110,69,69,69,110,69,69,110,69,69,0,110,69,110,0,69
YPL077C,195,161,161,161,161,179,179,195,161,110,139,179,161,139,161,195,139
YPL081W,387,401,404,387,401,378,361,383,401,460,413,416,391,401,389,457,397
YPL085W,318,330,309,304,300,333,309,309,326,304,283,304,314,300,283,309,294
YPL086C,271,326,304,283,304,300,300,309,304,277,283,304,309,304,304,271,277
YPL087W,314,256,161,179,179,240,195,220,240,208,248,271,271,248,256,240,264
YPL090C,411,413,458,432,454,403,408,413,417,502,480,417,420,441,420,428,452
YPL092W,220,161,110,161,110,139,139,161,195,110,161,110,220,179,179,139,208
YPL094C,318,294,304,300,264,283,248,277,304,271,289,230,289,283,289,240,300
YPL098C,333,314,314,271,309,326,309,314,318,309,289,318,294,300,289,330,300
YPL100W,195,161,161,161,161,179,139,195,161,110,161,139,161,179,161,161,161
YPL101W,230,240,264,248,195,248,208,220,220,179,195,208,248,208,208,195,179
YPL103C,179,110,110,139,69,139,110,110,161,110,139,139,161,110,139,110,139
YPL113C,139,139,110,139,139,110,69,161,139,110,110,139,139,110,139,179,139
YPL114W,110,0,69,110,69,69,0,69,69,0,0,69,69,69,69,0,69
YPL115C,161,139,179,161,110,161,139,139,161,110,161,110,161,139,139,69,110
YPL116W,248,230,248,283,304,322,277,264,248,230,220,240,256,271,264,283,220
YPL123C,195,0,0,0,0,69,0,69,110,0,110,110,139,110,69,110,139
YPL124W,161,139,283,248,240,256,208,161,179,195,264,271,256,230,195,139,179
YPL126W,220,283,264,248,264,283,248,277,256,179,220,240,248,248,248,220,230
YPL127C,220,240,369,376,374,369,309,283,248,248,318,364,350,347,326,322,264
YPL129W,330,343,374,356,326,337,333,326,330,326,337,356,322,314,322,343,309
YPL132W,248,208,161,208,195,240,220,220,220,179,208,179,230,220,230,195,248
YPL133C,139,69,69,139,139,161,110,139,139,69,69,69,139,139,139,69,110
YPL134C,161,110,110,139,69,139,69,69,161,110,139,110,139,69,69,0,110
YPL140C,220,195,208,220,220,240,195,220,208,139,179,220,208,195,208,179,195
YPL141C,208,179,220,240,277,326,326,326,294,195,208,161,240,230,248,195,248
YPL142C,356,353,403,376,397,356,358,371,383,497,442,399,385,413,409,419,401
YPL143W,414,437,450,425,433,395,406,399,406,508,457,430,404,425,419,454,428
YPL145C,277,264,300,314,304,318,309,309,318,264,300,264,322,300,304,240,318
YPL146C,271,294,309,314,314,318,294,314,300,300,277,208,300,322,314,248,322
YPL148C,271,208,179,161,179,208,208,220,220,110,139,110,161,139,161,161,179
YPL150W,161,110,139,139,139,161,139,139,161,69,110,110,139,110,139,110,139
YPL152W,179,179,161,110,69,139,110,110,110,139,139,161,139,110,110,110,110
YPL153C,110,179,264,208,139,139,69,0,69,110,195,195,161,110,110,0,69
YPL155C,139,110,139,179,161,208,230,230,230,139,139,139,179,139,161,161,139
YPL158C,220,179,139,161,195,220,161,161,256,283,271,208,208,161,161,139,264
YPL159C,230,161,195,220,179,208,179,179,208,161,179,110,220,195,195,139,208
YPL162C,139,139,220,208,161,179,161,161,139,69,179,195,179,139,110,139,110
YPL163C,314,366,488,474,420,419,387,364,343,374,442,451,426,404,378,371,353
YPL164C,161,69,69,110,110,139,69,0,110,0,0,69,110,69,110,69,69
YPL165C,161,69,0,69,0,69,69,69,110,0,110,110,110,69,110,69,110
YPL166W,179,195,69,69,110,139,110,161,110,69,69,139,110,69,110,139,110
YPL172C,220,139,139,161,110,161,139,139,179,139,195,139,195,161,161,110,195
YPL173W,256,179,195,208,179,230,195,208,230,208,230,161,230,220,208,179,240
YPL174C,139,69,110,139,139,179,161,179,161,69,110,110,139,110,139,0,139
YPL180W,161,110,139,110,161,161,139,139,161,139,139,110,139,110,139,69,110
YPL183C,220,271,230,230,208,256,264,256,256,161,179,208,230,220,230,195,230
YPL186C,240,161,110,69,69,110,110,139,110,0,0,69,69,0,69,139,110
YPL187W,416,422,434,381,304,340,300,364,409,485,447,404,403,395,391,419,439
YPL188W,240,240,179,240,248,248,208,208,230,179,220,195,248,220,208,195,240
YPL191C,69,0,0,0,0,0,0,69,0,0,0,69,69,0,0,0,0
YPL192C,264,314,294,264,256,264,240,264,248,195,208,220,220,208,220,230,195
YPL194W,110,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0
YPL198W,353,417,399,371,378,381,371,383,383,408,381,374,374,356,358,414,364
YPL199C,340,383,364,350,347,356,343,343,353,337,330,340,326,326,326,366,340
YPL203W,294,240,179,208,230,256,248,240,248,240,248,283,256,248,248,277,248
YPL204W,371,406,403,369,381,385,376,385,358,333,356,378,358,347,358,409,350
YPL205C,195,220,240,195,195,220,208,208,208,110,179,179,195,179,195,139,179
YPL208W,240,248,330,318,240,264,230,220,240,230,277,271,264,256,240,220,220
YPL209C,69,69,161,161,110,139,69,69,69,69,110,110,110,110,69,0,0
YPL211W,294,314,337,340,337,326,309,337,330,314,326,256,330,340,340,294,350
YPL212C,361,391,381,374,356,374,353,356,350,353,309,350,343,353,347,399,353
YPL222W,208,69,69,69,0,0,0,0,69,0,69,0,69,0,0,0,0
YPL223C,179,139,110,110,69,139,69,69,69,0,69,0,69,69,110,0,110
YPL224C,139,69,110,139,69,110,69,110,110,0,69,0,110,69,69,69,110
YPL226W,318,358,322,309,337,358,350,350,347,318,326,333,340,322,322,353,330
YPL228W,139,110,110,161,139,195,179,208,195,110,139,161,208,161,161,110,179
YPL229W,309,353,322,309,318,333,304,314,289,220,256,309,277,277,289,353,277
YPL230W,161,69,139,161,110,110,110,110,110,0,69,110,139,110,110,110,110
YPL231W,353,399,423,391,409,404,389,381,361,347,361,358,366,337,356,366,347
YPL232W,343,364,374,350,340,364,358,356,340,347,371,376,347,318,326,361,330
YPL236C,179,110,110,139,110,139,110,139,161,69,139,110,139,110,139,69,139
YPL240C,450,374,300,240,208,208,195,195,195,195,195,230,220,208,208,264,248
YPL241C,69,110,230,220,161,161,139,139,139,139,220,195,195,179,161,69,161
YPL242C,208,220,208,220,277,289,300,309,289,220,240,230,240,240,256,264,264
YPL247C,264,208,161,161,139,161,139,139,179,161,179,179,161,139,139,161,139
YPL248C,195,139,139,139,110,139,139,139,161,110,110,110,110,110,139,110,139
YPL249C,208,139,69,110,139,161,139,161,161,139,161,139,161,139,161,161,161
YPL250C,179,220,240,309,277,264,208,240,256,256,256,240,330,340,347,356,356
YPL255W,0,161,220,161,179,208,179,179,139,69,179,208,179,139,139,195,110
YPL256C,294,420,453,397,356,356,340,326,256,304,383,413,378,340,322,337,271
YPL257W,139,110,110,110,69,69,69,69,69,0,69,0,110,69,69,0,69
YPL258C,179,161,195,161,69,69,69,69,110,69,110,110,110,69,69,69,0
YPL263C,318,330,333,330,326,343,309,353,340,326,318,322,337,322,330,361,330
YPL264C,110,69,69,139,139,139,69,110,69,0,69,69,110,110,110,139,69
YPL265W,264,110,0,69,0,69,69,139,208,139,195,240,289,230,195,161,161
YPL267W,179,318,387,318,195,248,195,139,179,264,343,318,289,240,208,139,208
YPL268W,248,289,248,220,248,271,256,264,248,220,230,271,248,230,240,264,220
YPL269W,0,0,0,0,69,69,0,0,0,0,0,69,110,69,69,110,0
YPL272C,110,69,161,208,208,179,230,220,230,179,161,139,139,110,139,0,161
YPL274W,179,179,179,277,289,264,240,240,248,195,240,179,271,256,256,195,264
YPL282C,110,69,110,69,110,110,110,139,69,69,69,0,69,69,0,0,0
YPL283C,403,416,445,403,406,383,381,387,399,455,448,422,406,397,399,414,399
YPR001W,110,69,0,69,0,0,0,69,69,0,0,0,69,0,0,0,0
YPR002W,179,69,69,110,69,69,69,110,161,139,139,139,139,69,69,0,69
YPR003C,161,110,139,161,139,161,161,161,179,139,161,139,161,139,139,110,161
YPR005C,208,161,179,230,195,208,179,161,161,139,179,161,161,139,161,110,139
YPR006C,240,208,220,248,240,220,161,208,230,195,208,161,220,208,220,161,208
YPR007C,139,69,110,69,69,0,69,69,69,69,0,0,0,0,0,0,0
YPR011C,220,220,161,161,179,208,195,195,208,179,195,230,208,179,208,230,208
YPR014C,0,0,0,0,0,69,69,69,69,0,0,0,69,69,110,69,69
YPR015C,139,139,139,139,69,69,69,69,69,69,69,69,69,0,69,0,0
YPR017C,179,230,220,208,179,195,195,195,220,161,208,179,179,195,195,161,195
YPR018W,220,230,304,248,110,139,69,69,179,195,220,161,195,110,110,69,110
YPR019W,195,179,208,179,179,208,208,256,264,240,240,161,195,161,208,195,240
YPR020W,271,230,248,283,314,322,289,309,318,300,294,271,300,300,318,283,337
YPR026W,208,110,69,69,69,110,110,110,110,69,69,69,69,69,69,110,69
YPR027C,179,110,161,195,161,179,161,179,179,110,139,69,161,110,161,110,139
YPR028W,428,420,445,422,408,395,397,404,413,453,447,411,416,110,429,436,436
YPR040W,161,139,179,161,179,179,161,161,161,110,110,110,139,139,110,0,110
YPR043W,492,514,520,486,499,467,470,461,456,547,490,451,447,472,474,500,493
YPR044C,381,356,408,417,423,387,366,393,391,485,441,347,397,422,436,428,428
YPR045C,69,0,69,110,179,161,161,179,195,139,161,69,195,110,179,110,179
YPR046W,318,240,304,330,314,330,314,314,304,240,271,294,289,300,294,283,294
